Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Montenegro,MNE,,,,,,,,,,,,,,,25.3500686,28.81756719,32.18471451,37.04055619,40.97412364,44.85648328,52
Morocco,MAR,0,,,,,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,49
Mozambique,MOZ,0,,,,,,0.003042979,0.011842611,0.020197055,0.056250629,0.10959253,0.160031947,0.259612611,0.419538844,0.679447835,0.854357118,0.842954488,0.91,1.56,2.68,4.17
Myanmar,MMR,0,,,,,,,,,0.000151709,,0.000289277,0.000426494,0.024064149,0.024337392,0.065238856,0.182048331,0.217128445,0.22,0.22,
Namibia,NAM,0,,,,,0.006172051,0.009032145,0.058750679,0.286745093,0.336217708,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,5.872499064,6.5
Nepal,NPL,0,0,0,0,0,0.000924878,0.004510473,0.021998858,0.064393596,0.146668869,0.204651684,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,6.78
Netherlands,NLD,0.333038816,0.528840094,1.313460082,1.958528217,3.24438623,6.457316009,9.649145009,14.06444524,22.23349078,39.10296463,43.81121466,49.08772556,60.89910706,64.00260372,68.28143505,80.92847424,83.86312848,86.14368812,87.72655698,89.78659127,90.72355998
New Caledonia,NCL,0,,,,,0.005118796,0.250564546,0.978547048,1.923841033,5.6520958,13.8568516,18.11878726,22.21299596,26.14639786,29.92799253,31.90164011,33.02617462,34.5476745,33.97928137,33.52481735,
New Zealand,NZL,0,,0.28362769,0.629860239,3.171625761,4.886447956,8.01031358,14.48850488,31.3747952,41.30261761,47.38240585,53.60226666,59.28242237,60.86518933,61.72098203,62.72350473,69.00499618,69.82864966,72.18032333,79.82609287,83.00638491
Nicaragua,NIC,0,,,,0.013166228,0.030046478,0.084093291,0.206216818,0.303808975,0.497901643,0.980216487,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10
Niger,NER,0,,,,,,0.001039305,0.002008766,0.002911503,0.028136022,0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83
Nigeria,NGA,0,,,,,,0.00883298,0.017237401,0.025231461,0.041038723,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,15.86,28.43,28.43
Northern Mariana Islands,MNP,0,,,,,,,,,,,,,,,,,,,,
Norway,NOR,0.707296947,1.407802017,2.215962518,2.782292173,4.149894628,6.421888706,18.26755296,20.45493321,22.59700688,24.70683158,26.76121234,29.25696945,72.80146125,78.02396917,77.60770654,81.99012414,82.69391016,87.16744835,90.77413434,92.18060916,93.35410031
Oman,OMN,0,,,,,,0,0.439792805,0.862725306,2.515665987,3.520421417,5.893841521,6.873396039,7.255742945,6.75885217,6.68358142,8.299716673,16.68,20,51.5,62.6
Pakistan,PAK,0,,,,,0.000122702,0.00299173,0.027549238,0.043947719,0.055357238,,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,7.080910138,10.10523616,15.77,16.59,16.78
Palau,PLW,0,,,,,,,,,,,,20.24393947,21.60152718,26.97033263,,,,,,
Panama,PAN,0,,,,0.007636899,0.056123043,0.219998526,0.539065541,2.750648071,3.836864509,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,42.75
Papua New Guinea,PNG,0,,,,,,0.002067023,0.100588321,0.234958542,0.667113315,0.835249302,0.904103545,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28
Paraguay,PRY,0,,,,,,0.020359612,0.099576719,0.194904951,0.38165732,0.747630712,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,17.4,23.6
Peru,PER,0,,,,0.008504578,0.033412305,0.24623258,0.403429701,1.19038044,1.952497608,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.3
Philippines,PHL,0,,,,0.005844254,0.028585702,0.055946029,0.136912963,1.103405994,1.431608803,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,
Poland,POL,0,0.005218025,0.051968232,0.129479451,0.387290531,0.644465159,1.287853319,2.059469769,4.070472776,5.411001172,7.256761026,9.905519079,21.15007358,24.86582143,32.52396126,38.80958816,44.61396921,48.68822581,53.2591859,59.12089658,62.46152105
Portugal,PRT,0,0.100344905,0.250905813,0.452606535,0.724625649,1.508931079,3.014686841,5.013033478,9.99063221,14.91573927,16.60781065,18.23958831,19.47247505,29.74028281,31.79296078,34.9708921,37.985889,42.08881368,44.18067981,48.38210281,51.25715297
Puerto Rico,PRI,0,,,,0.027400726,0.135781947,0.268710333,1.332257193,2.650404892,5.270245683,10.47448344,15.54639013,17.341052,19.33512938,21.55354426,22.62975052,24.44689845,26.61707699,36.12071402,39.26445572,42.68480215
Qatar,QAT,0,,,,,0.190209535,0.930185833,3.083749186,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,38,43,69
Romania,ROU,0,,,0.003734784,0.026391792,0.074952604,0.221224507,0.44369588,2.224678305,2.676523278,3.573250839,4.532108138,6.642667618,8.975030615,15.11093485,21.63652475,24.79423276,28.42873181,32.53441082,36.69681099,40.00782979
Russian Federation,RUS,0,,0.000673476,0.013485769,0.054009895,0.148708662,0.271063844,0.475645661,0.817448409,1.025794084,1.983372736,2.948647908,4.134521083,8.314989062,12.90027873,15.30040359,18.15102886,24.86729897,27.05928829,29.2482077,43.36649772
Rwanda,RWA,0,,,,,,0.000883372,0.001625791,0.011763573,0.067176482,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,,2.115387178,3.09,4.5,7.7
Samoa,WSM,0,,,,,,,0.174571863,0.230359015,0.285308333,0.566392533,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7
San Marino,SMR,0,,,,,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.51513597,54.21264111,
Sao Tome and Principe,STP,0,,,,,,,,0.295847047,0.363203161,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75
Saudi Arabia,SAU,0,,,,,0.010956134,0.026732651,0.052099031,0.101429893,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41
Senegal,SEN,0,,,,,0.000692848,0.011238219,0.027347441,0.079871379,0.311090952,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,7.7,10.6,14.5,16
Serbia,SRB,,,,,,,,,,,,,,,31.1589653,27.12853757,28.09080776,34.3591593,37.09462227,39.91294894,43.04577422
Seychelles,SYC,0,,,,,,0.643605477,1.264969094,2.467000767,6.027642759,7.172660047,10.80240273,13.78122265,14.39159303,24.31068044,25.60118532,34.82430972,38.35382146,39.79449285,,
Sierra Leone,SLE,0,,,0,0,0,0.002506116,0.004987835,0.014805065,0.048490656,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,
Singapore,SGP,0,0.159668763,0.465530877,0.757270506,1.173586096,2.838503974,8.135760868,13.02691853,18.76299339,23.45978207,35.02937014,40.08896306,45.38175263,53.46177899,61.90265582,61.00284566,59.11467828,67.94507954,68.04209282,68.41958156,70.13399649
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,0,,,0.128091368,0.318894909,0.523719163,0.784312478,1.174833127,2.692749255,5.444042421,9.455011607,12.59395334,40.357197,43.27661728,53.17399285,55.4819322,56.39946844,62.18536562,71.76738103,75.63485719,79.83626445
Slovenia,SVN,0,,,0.406754585,1.05586595,2.864321608,5.022563494,7.552926567,10.08758516,12.59110899,15.08295626,30.12114846,27.8014551,31.83445975,40.82959963,46.84767312,54.01094194,56.57757821,57.90978551,63.50959886,69.21090538
Solomon Islands,SLB,0,,,,,0.02487191,0.268683585,0.391923246,0.508292797,0.494541498,0.481296806,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5
Somalia,SOM,0,,,,,0,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,
South Africa,ZAF,0,0.013933413,0.040936028,0.120229818,0.261473625,0.71622353,0.88767041,1.709750005,3.018346507,4.23265533,5.440990138,6.4144299,6.78137229,7.085929465,8.52656707,7.582837445,7.702759828,8.163177952,8.520974838,10.08745979,12.33481924
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,0.012891186,0.025712693,0.076882009,0.127735127,0.280238137,0.38118585,1.33324267,2.805178854,4.363312605,7.089060767,13.63350771,18.16947405,20.41505988,39.96355662,44.05169088,47.87701123,50.25747585,54.77284732,59.05440086,62.25105992,66.52263631
Sri Lanka,LKA,0,,,,0.002765448,0.005484436,0.054464499,0.162464548,0.296351104,0.348414425,0.647410011,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,5.8,8.78,12
St. Kitts and Nevis,KNA,0,,,,,,2.080955205,2.456031482,3.74026839,4.735627372,6.100706415,7.812434268,21.42273012,23.56628073,24.73767754,26.45610322,28.12713465,29.75186941,31.33261529,32.87247414,
St. Lucia,LCA,0,,,,,0.309082365,0.679401751,1.001535568,1.315466535,1.950973949,5.126770281,8.23171261,14.76678543,21.16993361,21.55287682,21.63092809,24.52408324,27.97541078,32.0788585,36.07660207,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,0,,,,,0.128634622,0.483248317,0.926371957,1.853997683,2.7820023,3.245037411,5.094809778,5.54959488,6.462274167,7.371165842,9.198278082,32.14784334,52.29,60.49,69.59,
Sudan,SDN,0,,,,0,0,0,0.001231819,0.004805071,0.008794581,0.025785032,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,8.092033734,8.66,10.16,,
Suriname,SUR,0,,,,,0.114720735,0.226306297,1.003086936,1.670148436,1.891871357,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59
Swaziland,SWZ,0,,,,,0.00103175,0.050399009,0.088545986,0.096099605,0.4707176,0.926191777,1.28159005,1.816203807,2.437073851,3.228685073,3.696961073,3.696538789,4.1,6.85,7.6,8.02
Sweden,SWE,0.584180395,1.160429088,1.499712932,1.720359307,3.416415416,5.095685653,9.048121048,23.74000534,33.47072607,41.40980133,45.64207789,51.66684804,70.39469001,78.94791971,83.75911771,84.87986937,87.85859887,82.12906929,90.16824415,91.12326108,90.00547919
Switzerland,CHE,0.592318333,1.16956264,1.736349458,2.152671586,2.707259122,3.540758431,4.541271976,15.10528969,24.81028276,33.98447619,46.99304356,54.93369746,61.14950214,64.81721461,67.53988572,69.89161667,75.54236782,76.89836134,78.42877172,80.01265192,82.17460853
Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0.032607814,0.063687286,0.124295462,0.18169858,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.857380139,16.6654338,6.518695598,13.81076513,20.66355125
Tajikistan,TJK,0,,,,,,,,,0.032791858,0.048599595,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55
Tanzania,TZA,0,,,,,,0.001622155,0.007900283,0.009244125,0.075130889,0.11719444,0.171300351,0.222484414,0.676962857,0.877574971,4.3,5.8,7.2,9,10,11
Thailand,THA,0,5.22334E-05,0.000343725,0.013580966,0.038614321,0.074825338,0.115472136,0.360522185,1.091218985,2.426242432,3.689041279,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,21.2
Timor-Leste,TLS,0,,,,,,,,,,,,0,,,0.099031768,0.116628277,0.140958764,0.163876816,0.18525151,0.21
Togo,TGO,0,0,0,0,0,0,0.010929139,0.211139465,0.305583935,0.590363264,1.905674451,2.775781785,3.601545856,3.685433185,3.782114603,4,4.3,4.5,4.8,5.1,5.38
Tonga,TON,0,,,,,0.12323112,0.163793456,0.510866122,0.765134358,1.01796712,2.434398044,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,12
Trinidad and Tobago,TTO,0,,,,,0.158149899,0.393080525,1.173174658,2.724825339,5.814250962,7.721411474,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5
Tunisia,TUN,0,,,,0.00737391,0.011164495,0.02750633,0.043410003,0.107154134,1.58665725,2.719853824,4.241474813,5.17356155,6.413257503,8.427156999,9.542558429,12.84527495,16.94157444,27.31257513,33.82683074,36.56220637
Turkey,TUR,0,,,0.008457732,0.049869182,0.081691205,0.192724936,0.473695432,0.698805129,2.292117685,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.8216387
Turkmenistan,TKM,0,,,,,,,,,0.04502077,0.133282183,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,2.2
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,0,,,,,,,,,,5.241639585,10.42644146,,,,,,10,15,20,25
Uganda,UGA,0,,,,,0.002863471,0.004625948,0.010319341,0.065289465,0.10554394,0.163714063,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,7.9,9.78,12.5
Ukraine,UKR,0,,,0.000767551,0.013498423,0.042757313,0.098032298,0.19783447,0.299371706,0.402878023,0.712046852,1.232764774,1.867271189,3.136955947,3.476509521,3.735338316,4.487252345,6.51800412,10.48919351,15.48540834,22.78821921
United Arab Emirates,ARE,0,,,,,0.102939175,0.375393534,3.295592694,6.908302986,14.94269899,23.62530088,26.2717542,28.31648531,29.47795341,30.13129617,40,52,61,72,75,78
United Kingdom,GBR,0.087304793,0.174063236,0.260366477,0.519429037,1.036122818,1.894455542,4.122935802,7.385628939,13.67018994,21.28962755,26.8133757,33.47495977,56.49348266,64.86144736,65.63621644,69.9749171,68.75470828,74.9785125,78.23268889,83.35819691,84.75129976
United States,USA,0.796410628,1.176189103,1.736045578,2.279401619,4.869119182,9.238674204,16.41933053,21.615318,30.10760446,35.88213093,43.128675,49.16050526,58.92088785,61.90215146,64.98302296,68.21333202,69.15546037,75.17521818,74.14929195,78.17269594,79.34077706
Uruguay,URY,0,,,,0.062474386,0.310128582,1.853715884,3.376790254,7.022250618,10.02877517,10.59722669,11.17674835,11.47763645,16.03161712,17.16457052,20.19031612,29.51517964,34.11888062,39.44044757,41.95561885,43.5075878
Uzbekistan,UZB,0,,,,,0.001536098,0.004307667,0.010574654,0.020820389,0.030775678,0.486815416,0.59937592,1.08207794,1.906744818,2.578061615,3.315405354,6.322698986,7.389132551,8.913321685,16.66563538,19.49172572
Vanuatu,VUT,0,,,,,,0.056845636,0.139505815,0.274185942,0.538300048,2.108336891,2.830572239,3.510038711,3.903295845,4.746602619,5.082333808,5.850585059,7.455846041,7.269119923,7.08959581,8
"Venezuela, RB",VEN,0,,0.012068234,0.041552957,0.055452734,0.122169988,0.248230218,0.391014167,1.384660603,2.842111834,3.364752597,4.64455429,4.920831084,7.51818989,8.427950124,12.59414786,15.27975103,20.91369517,25.99347456,31.34939704,35.81023462
Vietnam,VNM,0,,,,,,0.000138426,0.004078646,0.01334963,0.131105043,0.257939664,1.281889036,1.877433223,3.822968065,7.719857292,12.85862486,17.41249606,20.94923209,24.15312715,26.82053905,27.84910981
Virgin Islands (U.S.),VIR,0,,,,0.931380562,2.781193152,4.62366878,6.91938405,9.210891905,11.04605157,13.79880342,18.37221752,27.49695659,27.42253915,27.35597921,27.28519008,27.24221899,27.2317918,27.23398616,27.24459096,
West Bank and Gaza,PSE,0,,,,,,,,,,1.18322315,1.939878348,3.230850907,4.235793758,4.440377256,15.91941191,18.09407738,20.60172267,23.67276926,31.33285382,36.42187703
"Yemen, Rep.",YEM,0,,,,,,0.000621081,0.015025295,0.023323243,0.056628675,0.082500387,0.090802459,0.518796032,0.6047341,0.881222989,1.048597934,1.247824049,5.01,6.89,9.96,10.85
Zambia,ZMB,0,,,,0.006776105,0.008783623,0.009069176,0.009329658,0.030226183,0.147053172,0.191071643,0.233129556,0.477750907,0.980483039,2.013549532,2.851752261,4.159913394,4.87,5.55,6.31,6.824552882
Zimbabwe,ZWE,0,,,,0.00173928,0.00768354,0.016790484,0.033080327,0.081648476,0.161675528,0.401433535,0.799846046,3.994356135,6.394786458,6.564045027,8.015978089,9.791841502,10.85,11.4,11.36,11.5
